,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,total_points,yellow_cards,id,gameweek,team,teamAgainst,side
1043,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,43,1,4,18,away
1058,0,0,12,0,0.1,1,0,1.8,False,14.2,90,0,0,0,0,0,4.0,2,0,58,1,3,15,home
1059,0,0,19,0,21.7,1,0,6.0,False,16.4,90,0,0,0,0,0,22.0,2,0,59,1,3,15,home
1060,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,60,1,3,15,home
1061,0,2,24,0,1.2,1,1,11.7,True,47.4,90,0,0,0,0,0,68.0,10,0,61,1,3,15,home
1062,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,62,1,3,15,home
1063,0,0,10,0,7.0,1,0,1.4,False,3.4,90,0,0,0,0,0,4.0,1,1,63,1,3,15,home
1064,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,64,1,3,15,home
1065,0,0,13,0,16.6,1,0,4.1,False,21.0,90,0,0,0,0,0,3.0,2,0,65,1,3,15,home
1066,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,66,1,3,15,home
1083,0,0,27,1,0.1,0,0,2.3,False,21.2,90,0,0,0,0,0,2.0,6,0,83,1,5,16,home
1084,0,0,23,1,0.2,0,0,5.4,False,18.0,90,0,0,0,0,0,36.0,6,0,84,1,5,16,home
1085,0,0,23,1,15.3,0,0,3.2,False,14.2,90,0,0,0,0,0,2.0,6,0,85,1,5,16,home
1086,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,86,1,5,16,home
1087,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,87,1,5,16,home
1088,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,88,1,5,16,home
1089,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,89,1,5,16,home
1103,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,103,1,6,12,away
1104,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,104,1,6,12,away
1105,0,0,9,0,16.8,4,0,4.3,False,24.0,90,0,0,0,0,0,2.0,0,0,105,1,6,12,away
1106,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,106,1,1,13,away
1107,0,0,8,0,19.7,4,0,9.0,False,23.2,90,0,0,0,0,0,47.0,0,0,107,1,6,12,away
1108,0,0,16,0,1.6,4,0,2.7,False,23.4,90,0,0,0,0,0,2.0,0,0,108,1,6,12,away
1109,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,109,1,6,12,away
1122,0,2,34,1,16.1,0,0,4.9,False,30.4,90,0,0,0,0,0,2.0,8,0,122,1,12,6,home
1123,0,0,20,1,0.5,0,0,1.8,False,15.4,90,0,0,0,0,0,2.0,6,0,123,1,7,8,home
1124,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,124,1,7,8,home
1125,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,125,1,7,8,home
1126,0,0,23,1,0.9,0,0,1.4,False,13.2,90,0,0,0,0,0,0.0,6,0,126,1,7,8,home
1127,0,0,20,1,0.1,0,0,7.6,False,8.6,90,0,0,0,0,0,67.0,6,0,127,1,7,8,home
1128,0,0,24,1,0.0,0,0,2.6,False,25.8,90,0,0,0,0,0,0.0,6,0,128,1,7,8,home
1141,0,0,17,1,16.4,0,0,4.5,False,6.4,90,0,0,0,0,0,22.0,6,0,141,1,8,7,away
1142,0,3,32,1,0.8,0,0,2.0,False,19.6,90,0,0,0,0,0,0.0,9,0,142,1,8,7,away
1143,0,2,26,1,0.5,0,0,2.5,False,24.8,90,0,0,0,0,0,0.0,8,0,143,1,8,7,away
1144,0,0,20,1,3.3,0,0,4.3,False,20.6,90,0,0,0,0,0,19.0,6,0,144,1,8,7,away
1145,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,145,1,8,7,away
1159,0,3,32,1,26.2,0,0,5.9,False,23.4,90,0,0,0,0,0,9.0,9,0,159,1,9,20,home
1160,0,0,29,1,10.8,0,0,5.4,False,34.8,90,0,0,0,0,0,8.0,6,0,160,1,12,6,home
1161,0,0,23,1,16.7,0,0,3.1,False,5.2,90,0,0,0,0,0,9.0,6,0,161,1,9,20,home
1162,0,1,30,1,0.3,0,0,3.9,False,27.4,90,0,0,0,0,0,11.0,7,0,162,1,9,20,home
1163,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,163,1,9,20,home
1164,0,0,29,1,0.5,0,0,2.3,False,20.4,90,0,0,0,0,0,2.0,6,0,164,1,9,20,home
1165,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,165,1,9,20,home
1181,0,0,15,0,24.7,1,0,4.4,False,12.4,90,0,0,0,0,0,7.0,2,0,181,1,10,14,home
1182,1,0,24,0,36.3,1,0,8.4,False,35.6,90,0,0,0,0,0,12.0,5,0,182,1,10,14,home
1183,0,0,27,0,0.8,1,1,7.4,False,52.4,90,0,0,0,0,0,21.0,8,0,183,1,10,14,home
1184,0,0,10,0,11.8,1,0,2.6,False,14.0,90,0,0,0,0,0,0.0,2,0,184,1,10,14,home
1185,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,185,1,10,14,home
1186,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,186,1,10,14,home
1202,0,0,26,1,0.9,0,0,2.0,False,19.2,90,0,0,0,0,0,0.0,6,0,202,1,11,19,away
1203,1,0,33,1,23.3,0,0,7.1,False,27.4,90,0,0,0,0,0,20.0,8,1,203,1,11,19,away
1204,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,204,1,11,19,away
1205,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,205,1,8,7,away
1206,0,0,26,1,25.0,0,0,4.4,False,17.8,90,0,0,0,0,0,1.0,6,0,206,1,11,19,away
1207,0,0,33,1,0.8,0,0,2.0,False,18.8,90,0,0,0,0,0,0.0,6,0,207,1,11,19,away
1208,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,208,1,11,19,away
1209,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,209,1,11,19,away
1223,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,223,1,12,6,home
1224,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,224,1,12,6,home
1225,0,0,24,1,0.1,0,0,1.9,False,19.0,90,0,0,0,0,0,0.0,5,1,225,1,12,6,home
1226,0,0,27,1,3.0,0,0,2.1,False,16.0,90,0,0,0,0,0,2.0,6,0,226,1,12,6,home
1227,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,227,1,12,6,home
1228,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,228,1,12,6,home
1229,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,229,1,12,6,home
1230,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,230,1,12,6,home
1231,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,231,1,12,6,home
1251,0,0,14,0,32.5,1,0,4.4,False,11.6,90,0,0,0,0,0,0.0,2,0,251,1,13,1,home
1252,0,0,12,0,1.7,1,0,3.0,False,23.4,90,0,0,0,0,0,5.0,2,0,252,1,13,1,home
1253,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,253,1,13,1,home
1254,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,254,1,13,1,home
1255,0,0,24,0,0.8,1,0,2.8,False,27.6,90,0,0,0,0,0,0.0,2,0,255,1,13,1,home
1256,0,0,10,0,11.1,1,0,2.2,False,8.4,90,0,0,0,0,0,2.0,2,0,256,1,13,1,home
1257,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,257,1,13,1,home
1258,0,0,13,0,0.4,1,0,2.0,False,19.6,90,0,0,0,0,0,0.0,2,0,258,1,13,1,home
1259,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,259,1,13,1,home
1272,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,272,1,14,10,away
1273,0,0,18,0,0.1,4,0,3.1,False,23.8,90,0,0,0,0,0,7.0,0,0,273,1,14,10,away
1274,0,0,16,0,1.4,4,0,2.7,False,25.8,90,0,0,0,0,0,0.0,0,0,274,1,14,10,away
1275,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,275,1,14,10,away
1276,0,0,15,0,25.1,4,0,4.9,False,24.2,90,0,0,0,0,0,0.0,0,0,276,1,14,10,away
1277,0,0,2,0,0.0,4,0,0.9,False,8.6,90,1,0,0,0,0,0.0,-2,0,277,1,14,10,away
1291,0,0,11,0,3.1,1,0,1.5,False,10.2,90,0,0,0,0,0,2.0,2,0,291,1,15,3,away
1292,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,292,1,15,3,away
1293,0,0,12,0,4.6,1,0,2.0,False,15.6,90,0,0,0,0,0,0.0,2,0,293,1,15,3,away
1294,0,0,1,0,3.8,1,0,0.7,False,0.4,90,0,0,0,0,0,3.0,2,0,294,1,15,3,away
1295,0,0,16,0,0.3,1,0,2.2,False,19.6,90,0,0,0,0,0,2.0,2,0,295,1,15,3,away
1296,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,296,1,15,3,away
1297,0,1,20,0,27.2,1,0,3.5,False,4.8,77,0,0,0,0,0,3.0,3,0,297,1,15,3,away
1304,0,0,13,0,1.3,3,0,5.1,False,16.4,90,0,0,0,0,0,33.0,1,0,304,1,16,5,away
1305,0,0,8,0,6.7,3,0,1.9,False,5.4,90,0,0,0,0,0,7.0,1,0,305,1,16,5,away
1306,0,0,5,0,15.2,3,0,2.9,False,7.8,90,0,0,0,0,0,6.0,1,0,306,1,16,5,away
1307,0,0,13,0,10.8,3,0,4.1,False,20.4,90,0,0,0,0,0,10.0,1,0,307,1,16,5,away
1308,0,0,10,0,0.1,2,0,1.3,False,10.6,72,0,0,0,0,0,2.0,1,0,308,1,16,5,away
1309,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,309,1,2,17,away
1310,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,310,1,16,5,away
1311,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,311,1,16,5,away
1329,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,329,1,17,2,home
1330,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,330,1,17,2,home
1331,0,0,17,0,26.5,1,0,5.2,False,17.6,90,0,0,0,0,0,8.0,2,0,331,1,17,2,home
1332,0,0,13,0,53.0,1,0,7.0,False,15.2,90,0,0,0,0,0,2.0,2,0,332,1,17,2,home
1333,0,0,14,0,11.8,1,0,4.8,False,15.2,90,0,0,0,0,0,21.0,2,0,333,1,17,2,home
1334,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,334,1,17,2,home
1335,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,335,1,17,2,home
1336,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,336,1,17,2,home
1337,0,0,20,0,19.3,1,0,5.4,False,20.2,90,0,0,0,0,0,14.0,2,0,337,1,17,2,home
1353,0,0,7,0,3.8,3,0,1.6,False,12.6,90,0,0,0,0,0,0.0,1,0,353,1,18,4,home
1354,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,354,1,18,4,home
1355,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,355,1,18,4,home
1356,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,356,1,18,4,home
1357,0,0,16,0,34.9,3,0,5.9,False,17.2,90,0,0,0,0,0,7.0,1,0,357,1,18,4,home
1358,0,0,10,0,0.3,3,0,1.1,False,10.4,90,0,0,0,0,0,0.0,1,0,358,1,18,4,home
1359,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,359,1,18,4,home
1360,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,360,1,18,4,home
1361,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,361,1,18,4,home
1376,0,0,7,0,1.5,5,0,1.1,False,9.0,90,0,0,0,0,0,0.0,0,0,376,1,19,11,home
1377,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,377,1,19,11,home
1378,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,378,1,19,11,home
1379,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,379,1,19,11,home
1380,0,0,11,0,1.8,5,0,1.3,False,11.4,90,0,0,0,0,0,0.0,0,0,380,1,19,11,home
1381,0,0,3,0,0.3,5,0,1.2,False,5.0,90,0,0,0,0,0,7.0,0,0,381,1,19,11,home
1382,0,0,6,0,0.4,5,0,0.6,False,5.6,90,0,0,0,0,0,0.0,-1,1,382,1,19,11,home
1383,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,383,1,19,11,home
1384,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,384,1,19,11,home
1401,0,0,16,1,1.8,0,0,0.2,False,0.0,90,0,0,0,0,0,0.0,6,0,401,1,20,9,away
1402,0,0,18,1,12.3,0,0,3.0,False,18.0,90,0,0,0,0,0,0.0,5,1,402,1,20,9,away
1403,0,0,20,1,0.0,0,0,1.0,False,10.0,90,0,0,0,0,0,0.0,6,0,403,1,20,9,away
1404,0,0,22,1,0.4,0,0,1.7,False,9.0,90,0,0,0,0,0,8.0,6,0,404,1,20,9,away
1405,0,3,32,1,0.3,0,0,3.0,False,25.2,90,0,0,0,0,0,4.0,9,0,405,1,20,9,away
1406,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,406,1,20,9,away
1407,0,0,3,0,0.1,0,0,0.3,False,3.0,9,0,0,0,0,0,0.0,1,0,407,1,20,9,away
1408,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,408,1,20,9,away
1423,0,0,9,0,1.5,1,0,1.3,False,9.6,81,0,0,0,0,0,2.0,2,0,423,1,15,3,away
1433,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,433,1,9,20,home
1439,0,0,13,0,0.4,3,0,5.9,False,21.2,90,0,0,0,0,0,37.0,1,0,439,1,18,4,home
1440,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,440,1,11,19,away
1444,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,444,1,15,3,away
1445,1,2,31,0,10.0,3,0,8.3,False,72.6,90,0,0,0,0,0,0.0,6,0,445,1,2,17,away
1446,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,446,1,3,15,home
1447,2,2,43,1,25.1,0,0,8.3,True,56.8,90,0,0,0,0,0,1.0,14,0,447,1,5,16,home
1452,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,452,1,2,17,away
1454,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,454,1,14,10,away
1455,0,0,12,0,0.0,3,0,2.8,False,27.8,90,0,0,0,0,0,0.0,1,0,455,1,2,17,away
1458,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,458,1,2,17,away
1459,0,0,1,0,0.6,4,0,0.3,False,0.0,90,0,0,0,0,0,8.0,-1,1,459,1,6,12,away
1467,0,0,26,1,0.2,0,0,1.5,False,15.0,90,0,0,0,0,0,0.0,6,0,467,1,1,13,away
1473,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,473,1,20,9,away
1475,0,0,23,1,1.3,0,0,1.6,False,13.8,90,0,0,0,0,0,1.0,6,0,475,1,4,18,away
1477,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,477,1,8,7,away
1478,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,478,1,8,7,away
1481,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,481,1,12,6,home
1484,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,484,1,14,10,away
1485,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,485,1,16,5,away
1486,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,486,1,16,5,away
1493,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,493,1,4,18,away
1498,0,0,6,0,11.2,1,0,1.9,False,5.4,36,0,0,0,0,0,2.0,1,0,498,1,13,1,home
1503,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,503,1,7,8,home
1506,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,506,1,6,12,away
