,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
19,1,191,6,1,True,2019-12-29T14:00:00Z,1,2,20,67,0,0,0,2,0,0,0,0,0,0,0,8,9.6,0.2,0.0,1.0,52,-145,23718,65,210
20,1,201,12,0,True,2020-01-01T20:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-36,23807,212,248
21,1,214,7,0,False,2020-01-11T12:30:00Z,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-108,23892,259,367
22,1,221,15,2,True,2020-01-18T15:00:00Z,1,1,23,90,0,0,0,1,0,0,0,0,0,0,0,14,24.6,1.2,19.0,4.5,52,-190,23827,156,346
23,1,238,6,5,False,2020-01-21T20:15:00Z,2,2,24,90,0,1,0,2,0,0,0,0,0,0,1,28,54.8,10.5,2.0,6.7,51,-19,23904,160,179
24,1,242,5,6,False,2020-02-02T14:00:00Z,0,0,25,90,0,0,1,0,0,0,0,0,0,0,0,24,17.2,0.3,4.0,2.2,51,-109,23916,502,611
25,1,251,13,6,True,2020-02-16T16:30:00Z,4,0,26,90,0,0,1,0,0,0,0,0,0,0,0,24,19.4,1.4,24.0,4.5,51,848,24927,1204,356
26,1,261,8,1,True,2020-02-23T16:30:00Z,3,2,27,90,0,0,0,2,0,0,0,0,0,0,0,19,26.0,0.8,4.0,3.1,51,2262,27539,3113,851
27,2,10,13,0,False,2019-08-11T13:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,7979,0,0
28,2,11,5,0,True,2019-08-17T11:30:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-1652,8154,336,1988
29,2,24,10,0,False,2019-08-24T16:30:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-1080,7550,179,1259
30,2,31,17,0,True,2019-09-01T15:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-705,7180,136,841
31,2,49,18,0,False,2019-09-15T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-340,7110,326,666
32,2,51,2,0,True,2019-09-22T15:30:00Z,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-6,7285,339,345
33,2,67,12,0,False,2019-09-30T19:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,3902,12010,4557,655
34,2,71,3,0,True,2019-10-06T13:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,5331,18486,6571,1240
35,2,88,15,0,False,2019-10-21T19:00:00Z,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,3633,23253,5934,2301
36,2,91,7,0,True,2019-10-27T16:30:00Z,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,496,24277,2578,2082
37,2,101,20,0,True,2019-11-02T15:00:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,118,25403,3267,3149
38,2,113,9,0,False,2019-11-09T17:30:00Z,2,0,12,90,0,0,0,2,0,0,0,1,0,0,0,7,8.6,14.9,5.0,2.9,54,-1764,24203,1361,3125
39,2,121,16,1,True,2019-11-23T15:00:00Z,2,2,13,82,0,0,0,2,0,0,0,0,0,0,0,10,11.8,5.8,4.0,2.2,54,4210,30213,6681,2471
40,2,137,14,0,False,2019-12-01T14:00:00Z,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-3361,26481,886,4247
41,2,141,4,0,True,2019-12-05T20:15:00Z,1,2,15,90,0,0,0,2,0,0,0,1,0,0,0,9,10.4,2.0,6.0,1.8,54,-2903,23710,85,2988
42,2,160,19,0,False,2019-12-09T20:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1169,22795,771,1940
43,2,161,11,0,True,2019-12-15T16:30:00Z,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2206,20816,568,2774
44,2,174,8,0,False,2019-12-21T12:30:00Z,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2091,18706,75,2166
45,2,182,3,0,False,2019-12-26T15:00:00Z,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-698,18242,130,828
46,2,191,6,0,True,2019-12-29T14:00:00Z,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-615,17661,56,671
47,2,201,12,0,True,2020-01-01T20:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-697,17029,96,793
48,2,214,7,0,False,2020-01-11T12:30:00Z,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-690,16418,98,788
49,2,221,15,0,True,2020-01-18T15:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-558,15934,56,614
50,2,238,6,8,False,2020-01-21T20:15:00Z,2,2,24,90,1,0,0,2,0,0,0,0,0,0,1,28,52.6,2.1,9.0,6.4,54,122,16288,336,214
51,2,242,5,8,False,2020-02-02T14:00:00Z,0,0,25,90,0,0,1,0,0,0,0,0,0,0,2,27,20.4,3.3,4.0,2.8,54,19962,38685,23155,3193
52,2,251,13,6,True,2020-02-16T16:30:00Z,4,0,26,90,0,0,1,0,0,0,0,0,0,0,0,21,6.0,6.8,6.0,1.9,54,17643,56655,20085,2442
53,2,261,8,1,True,2020-02-23T16:30:00Z,3,2,27,90,0,0,0,2,0,0,0,0,0,0,0,11,6.8,2.8,4.0,1.4,54,23200,81445,28136,4936
54,3,10,13,0,False,2019-08-11T13:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,93903,0,0
55,3,11,5,1,True,2019-08-17T11:30:00Z,2,1,2,19,0,0,0,0,0,0,0,0,0,0,0,2,2.2,0.3,0.0,0.3,55,-32126,61787,416,32542
56,3,24,10,0,False,2019-08-24T16:30:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-8597,56477,1664,10261
57,3,31,17,1,True,2019-09-01T15:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,15,17.0,34.1,13.0,6.4,54,-7106,50556,1086,8192
58,3,49,18,3,False,2019-09-15T15:30:00Z,2,2,5,90,0,1,0,2,0,0,0,1,0,0,0,21,29.6,23.6,0.0,5.3,54,5131,58382,11065,5934
59,3,51,2,1,True,2019-09-22T15:30:00Z,3,2,6,90,0,0,0,2,0,0,0,0,0,0,0,19,17.4,13.8,10.0,4.1,54,1091,60357,6763,5672
60,3,67,12,2,False,2019-09-30T19:00:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,11,13.0,2.3,0.0,1.5,54,-4785,55687,2179,6964
61,3,71,3,7,True,2019-10-06T13:00:00Z,1,0,8,90,0,0,1,0,0,0,0,0,0,0,1,25,8.4,2.0,0.0,1.0,54,1665,58669,4804,3139
62,3,88,15,1,False,2019-10-21T19:00:00Z,1,0,9,90,0,0,0,1,0,0,0,1,0,0,0,16,18.4,32.6,10.0,6.1,54,5097,65064,8447,3350
63,3,91,7,1,True,2019-10-27T16:30:00Z,2,2,10,15,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,0.0,0.0,54,637,65892,3685,3048
64,3,101,20,1,True,2019-11-02T15:00:00Z,1,1,11,3,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.3,0.0,0.3,54,-6876,59198,1603,8479
65,3,113,9,1,False,2019-11-09T17:30:00Z,2,0,12,90,0,0,0,2,0,0,0,0,0,0,0,17,14.4,1.8,12.0,2.8,54,-4678,54779,678,5356
66,3,121,16,0,True,2019-11-23T15:00:00Z,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-4120,51060,1124,5244
67,3,137,14,1,False,2019-12-01T14:00:00Z,2,2,14,90,0,0,0,2,0,0,0,0,0,0,0,14,10.0,15.2,4.0,2.9,53,-4408,46785,182,4590
68,3,141,4,2,True,2019-12-05T20:15:00Z,1,2,15,71,0,0,0,1,0,0,0,0,0,0,0,18,12.2,6.5,2.0,2.1,53,-312,46794,877,1189
69,3,160,19,5,False,2019-12-09T20:00:00Z,1,3,16,61,0,1,0,1,0,0,0,0,0,0,0,26,27.6,15.7,2.0,4.5,52,-1087,45816,575,1662
70,3,161,11,0,True,2019-12-15T16:30:00Z,0,3,17,39,0,0,0,3,0,0,0,0,0,0,0,5,1.8,0.7,2.0,0.5,52,-344,45705,1443,1787
71,3,174,8,0,False,2019-12-21T12:30:00Z,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-3363,42167,356,3719
72,3,182,3,0,False,2019-12-26T15:00:00Z,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-2547,39917,19,2566
73,3,191,6,0,True,2019-12-29T14:00:00Z,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-1303,38674,6,1309
74,3,201,12,5,True,2020-01-01T20:00:00Z,2,0,21,68,0,0,1,0,0,0,0,1,0,0,0,15,1.8,3.1,6.0,1.1,52,-1322,37376,16,1338
75,3,214,7,2,False,2020-01-11T12:30:00Z,1,1,22,90,0,0,0,1,0,0,0,0,0,0,0,8,13.8,3.6,6.0,2.3,52,4606,42497,5911,1305
76,3,221,15,0,True,2020-01-18T15:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-855,41696,2185,3040
77,3,238,6,0,False,2020-01-21T20:15:00Z,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-2514,39040,43,2557
78,3,242,5,0,False,2020-02-02T14:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-1867,37345,32,1899
79,3,251,13,0,True,2020-02-16T16:30:00Z,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-606,36799,65,671
80,3,261,8,1,True,2020-02-23T16:30:00Z,3,2,27,17,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.0,52,-308,36563,188,496
81,4,10,13,12,False,2019-08-11T13:00:00Z,0,1,1,90,0,1,1,0,0,0,0,0,0,0,3,38,38.4,12.3,0.0,5.1,50,0,57131,0,0
82,4,11,5,2,True,2019-08-17T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,15.4,19.8,7.0,4.2,50,144845,300326,162756,17911
83,4,24,10,1,False,2019-08-24T16:30:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,11,23.4,9.6,0.0,3.3,50,28446,343248,90941,62495
84,4,31,17,1,True,2019-09-01T15:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,19,29.4,41.7,12.0,8.3,51,31961,389576,81984,50023
85,4,49,18,4,False,2019-09-15T15:30:00Z,2,2,5,90,0,1,0,2,0,0,0,0,0,0,0,23,29.8,12.2,4.0,4.6,51,53075,453771,97122,44047
86,4,51,2,-3,True,2019-09-22T15:30:00Z,3,2,6,40,0,0,0,2,0,0,0,0,1,0,0,-12,0.0,12.6,8.0,1.6,51,64791,528279,88126,23335
87,4,67,12,0,False,2019-09-30T19:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-117769,400025,9791,127560
88,4,71,3,0,True,2019-10-06T13:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-36045,368825,6617,42662
89,4,88,15,0,False,2019-10-21T19:00:00Z,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-39815,330367,3012,42827
90,4,91,7,0,True,2019-10-27T16:30:00Z,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-34413,297254,850,35263
91,4,101,20,0,True,2019-11-02T15:00:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-33655,263873,1268,34923
92,4,113,9,0,False,2019-11-09T17:30:00Z,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-25155,238898,515,25670
93,4,121,16,0,True,2019-11-23T15:00:00Z,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-20146,219607,944,21090
94,4,137,14,0,False,2019-12-01T14:00:00Z,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-12813,207441,353,13166
95,4,141,4,0,True,2019-12-05T20:15:00Z,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-7794,200192,163,7957
96,4,160,19,2,False,2019-12-09T20:00:00Z,1,3,16,90,0,0,0,1,0,0,0,0,0,0,0,14,18.6,1.8,2.0,2.2,46,-8317,192015,192,8509
97,4,161,11,1,True,2019-12-15T16:30:00Z,0,3,17,90,0,0,0,3,0,0,0,0,0,0,0,18,18.0,17.9,0.0,3.6,46,-5887,186336,920,6807
98,4,174,8,6,False,2019-12-21T12:30:00Z,0,0,18,90,0,0,1,0,0,0,0,0,0,0,0,26,9.8,15.6,0.0,2.5,46,-2735,183842,1729,4464
99,4,182,3,1,False,2019-12-26T15:00:00Z,1,1,19,90,0,0,0,1,0,0,0,1,0,0,0,9,13.0,3.2,0.0,1.6,46,995,185579,3097,2102
100,4,191,6,0,True,2019-12-29T14:00:00Z,1,2,20,90,0,0,0,2,0,0,0,1,0,0,0,12,15.4,1.3,2.0,1.9,46,-1384,184198,1502,2886
101,4,201,12,6,True,2020-01-01T20:00:00Z,2,0,21,90,0,0,1,0,0,0,0,0,0,0,0,27,20.8,2.3,2.0,2.5,46,-1803,182736,3744,5547
102,4,214,7,1,False,2020-01-11T12:30:00Z,1,1,22,90,0,0,0,1,0,0,0,1,0,0,0,8,11.0,1.3,0.0,1.2,46,12571,196200,18148,5577
103,4,221,15,2,True,2020-01-18T15:00:00Z,1,1,23,90,0,0,0,1,0,0,0,0,0,0,0,10,18.8,3.8,0.0,2.3,46,3390,200122,9678,6288
104,4,238,6,0,False,2020-01-21T20:15:00Z,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-3647,195567,2885,6532
105,4,242,5,0,False,2020-02-02T14:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-6757,189613,2023,8780
106,4,251,13,0,True,2020-02-16T16:30:00Z,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-6172,183703,822,6994
107,4,261,8,0,True,2020-02-23T16:30:00Z,3,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-6399,177458,544,6943
108,5,10,13,8,False,2019-08-11T13:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,2,28,20.2,0.4,0.0,2.1,50,0,79581,0,0
109,5,11,5,2,True,2019-08-17T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,20,24.0,11.4,2.0,3.7,50,10172,120270,19403,9231
110,5,24,10,1,False,2019-08-24T16:30:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,16,33.4,0.3,0.0,3.4,50,-6542,121345,10002,16544
111,5,31,17,0,True,2019-09-01T15:30:00Z,2,2,4,90,0,0,0,2,0,0,0,1,0,0,0,9,8.0,0.2,0.0,0.8,50,-3108,124969,9514,12622
112,5,49,18,1,False,2019-09-15T15:30:00Z,2,2,5,90,0,0,0,2,0,0,0,0,0,0,0,10,13.8,0.2,0.0,1.4,50,4377,135300,17808,13431
113,5,51,2,1,True,2019-09-22T15:30:00Z,3,2,6,90,0,0,0,2,0,0,0,0,0,0,0,12,18.6,10.5,8.0,3.7,50,-3067,133852,6209,9276
114,5,67,12,2,False,2019-09-30T19:00:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,7,14.6,0.3,0.0,1.5,50,-10276,124166,2893,13169
115,5,71,3,6,True,2019-10-06T13:00:00Z,1,0,8,90,0,0,1,0,0,0,0,0,0,0,0,24,17.6,0.7,0.0,1.8,50,-728,125237,5475,6203
116,5,88,15,1,False,2019-10-21T19:00:00Z,1,0,9,90,0,0,0,1,0,0,0,1,0,0,0,8,9.2,0.8,2.0,1.2,50,2072,128763,6641,4569
117,5,91,7,7,True,2019-10-27T16:30:00Z,2,2,10,90,1,0,0,2,0,0,0,0,0,0,0,27,58.8,0.3,19.0,7.8,50,-908,128277,3080,3988
118,5,101,20,2,True,2019-11-02T15:00:00Z,1,1,11,90,0,0,0,1,0,0,0,0,0,0,0,16,41.4,0.4,4.0,4.6,50,9750,140515,14209,4459
119,5,113,9,0,False,2019-11-09T17:30:00Z,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-3486,136600,3266,6752
120,5,121,16,0,True,2019-11-23T15:00:00Z,2,2,13,90,0,0,0,2,0,0,0,1,0,0,0,14,17.2,4.4,36.0,5.8,50,-3598,134726,5284,8882
121,5,137,14,0,False,2019-12-01T14:00:00Z,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-7854,126798,1510,9364
122,5,141,4,0,True,2019-12-05T20:15:00Z,1,2,15,90,0,0,0,2,0,0,0,1,0,0,0,14,30.6,0.2,0.0,3.1,50,-6451,120723,512,6963
123,5,160,19,2,False,2019-12-09T20:00:00Z,1,3,16,90,0,0,0,1,0,0,0,0,0,0,0,12,21.4,0.3,0.0,2.2,49,-6449,114496,437,6886
124,5,161,11,0,True,2019-12-15T16:30:00Z,0,3,17,90,0,0,0,3,0,0,0,1,0,0,0,7,11.4,0.3,0.0,1.2,49,-4778,110140,825,5603
125,5,174,8,0,False,2019-12-21T12:30:00Z,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-9354,100385,298,9652
126,5,182,3,2,False,2019-12-26T15:00:00Z,1,1,19,76,0,0,0,1,0,0,0,0,0,0,0,16,19.0,0.7,0.0,2.0,49,-1458,99995,659,2117
127,5,191,6,0,True,2019-12-29T14:00:00Z,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2645,97344,105,2750
128,5,201,12,15,True,2020-01-01T20:00:00Z,2,0,21,90,1,0,1,0,0,0,0,0,0,0,3,37,56.0,0.2,33.0,8.9,49,-4502,92895,29,4531
129,5,214,7,2,False,2020-01-11T12:30:00Z,1,1,22,90,0,0,0,1,0,0,0,0,0,0,0,9,16.4,0.2,2.0,1.9,49,17320,112350,21122,3802
130,5,221,15,0,True,2020-01-18T15:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,3379,116460,8384,5005
131,5,238,6,0,False,2020-01-21T20:15:00Z,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-9542,105853,328,9870
132,5,242,5,0,False,2020-02-02T14:00:00Z,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1180,105866,4076,5256
133,5,251,13,0,True,2020-02-16T16:30:00Z,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2053,103944,1276,3329
134,5,261,8,0,True,2020-02-23T16:30:00Z,3,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-3971,100151,502,4473
135,6,10,13,7,False,2019-08-11T13:00:00Z,0,1,1,90,0,0,1,0,0,0,0,0,0,0,1,27,14.0,15.6,4.0,3.4,50,0,56083,0,0
136,6,11,5,2,True,2019-08-17T11:30:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,18,23.2,24.0,4.0,5.1,50,8069,79442,13820,5751
137,6,24,10,1,False,2019-08-24T16:30:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,9,10.0,1.2,4.0,1.5,50,-4490,78265,7056,11546
138,6,31,17,0,True,2019-09-01T15:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-4610,76653,6831,11441
139,6,49,18,0,False,2019-09-15T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-39941,36242,92,40033
140,6,51,2,0,True,2019-09-22T15:30:00Z,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-7724,29785,34,7758
141,6,67,12,0,False,2019-09-30T19:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-4603,25270,34,4637
142,6,71,3,0,True,2019-10-06T13:00:00Z,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2065,23328,23,2088
143,6,88,15,0,False,2019-10-21T19:00:00Z,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1266,22104,22,1288
144,6,91,7,0,True,2019-10-27T16:30:00Z,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-588,21568,13,601
145,6,101,20,0,True,2019-11-02T15:00:00Z,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-691,20886,29,720
146,6,113,9,0,False,2019-11-09T17:30:00Z,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-421,20489,13,434
147,6,121,16,0,True,2019-11-23T15:00:00Z,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-515,19987,22,537
148,6,137,14,0,False,2019-12-01T14:00:00Z,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-222,19766,12,234
149,6,141,4,0,True,2019-12-05T20:15:00Z,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-160,19617,4,164
150,6,160,19,0,False,2019-12-09T20:00:00Z,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-187,19431,4,191
151,6,161,11,0,True,2019-12-15T16:30:00Z,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-281,19152,18,299
152,6,174,8,0,False,2019-12-21T12:30:00Z,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-180,18979,9,189
153,6,182,3,0,False,2019-12-26T15:00:00Z,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-99,18882,12,111
